deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
d776e7cebe9e0231dbfe9b6ea6338daf1c965488,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683606936,2023-05-29 10:58:56,d776e7cebe9e0231dbfe9b6ea6338daf1c965488
