deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
be0d7dfef16dad214280d24c70c7096dcb67b570,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683620124,2023-05-29 13:10:06,be0d7dfef16dad214280d24c70c7096dcb67b570
