deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
5b76d2bef536737a4a3d27f6bd1360bf7a68f6c2,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683790332,2023-05-29 15:22:13,5b76d2bef536737a4a3d27f6bd1360bf7a68f6c2
