,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1099021471503925248,2023-04-21 18:21:58.368,GMT+09:00,lumi.gateway.aqcn03,2023-04-21 18:21:58.368,1,1,3.5.2_0010.0004,smart hub E1,lumi1.54ef44321dfc
1,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:24:24.873,GMT+09:00,lumi.magnet.agl02,2023-04-21 18:24:24.873,3,1,0.0.0_0029,door and window sensor T1,lumi.54ef4410003fd148
2,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:25:56.973,GMT+09:00,lumi.sen_ill.agl01,2023-04-21 18:25:56.973,3,1,0.0.0_0027,brightness sensor T1,lumi.4cf8cdf3c8dd60b
3,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:28:51.482,GMT+09:00,lumi.motion.agl02,2023-04-21 18:28:51.482,3,1,0.0.0_0035,motion sensor T1,lumi.54ef44100051ac60
4,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:30:36.661,GMT+09:00,lumi.vibration.aq1,2023-04-21 18:30:36.661,3,1,0.0.0_0008,vibration sensor_chair,lumi.158d0008d0cf4d
5,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:41:08.119,GMT+09:00,lumi.magnet.agl02,2023-04-21 18:41:08.119,3,1,0.0.0_0029,door and window sensor T1,lumi.54ef4410003fea1f
6,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:42:52.965,GMT+09:00,lumi.sensor_ht.agl02,2023-04-21 18:42:52.965,3,1,0.0.0_0028,temperature and humidity sensor T1,lumi.54ef4410004b1712
7,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:45:34.655,GMT+09:00,lumi.vibration.aq1,2023-04-21 18:45:34.655,3,1,0.0.0_0008,vibration sensor washer,lumi.158d0008d0ce43
8,lumi1.54ef44321dfc,real2.1099021471503925248,2023-04-21 18:47:43.513,GMT+09:00,lumi.vibration.aq1,2023-04-21 18:47:43.513,3,1,0.0.0_0008,vibration sensor fridge,lumi.158d0008d0cf9a
