,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-03 03:05:S.000000,2023-08-03 06:28:S.000000,2023-08-03,2023-08-03 03:15:S.000000,2023-08-03 08:32:S.000000,2820,5,240,1620,0,10380,7560,0.73,240,0,4380,3,10,4380,1560
1,2023-08-04 01:35:S.000000,2023-08-04 02:17:S.000000,2023-08-04,2023-08-04 02:18:S.000000,2023-08-04 04:21:S.000000,300,0,300,0,0,2520,2220,0.88,300,0,0,0,0,660,1560
2,2023-08-04 04:41:S.000000,2023-08-04 04:49:S.000000,2023-08-04,2023-08-04 04:50:S.000000,2023-08-04 06:59:S.000000,240,0,240,0,0,480,240,0.5,240,0,0,0,0,0,240
3,2023-08-04 08:19:S.000000,2023-08-04 11:35:S.000000,2023-08-04,2023-08-04 09:13:S.000000,2023-08-04 13:38:S.000000,2820,2,480,0,0,6780,3960,0.58,480,0,7320,0,4,1860,2100
4,2023-08-04 22:57:S.000000,2023-08-05 01:10:S.000000,2023-08-05,2023-08-05 06:11:S.000000,2023-08-05 06:11:S.000000,1740,1,1380,0,0,5580,3840,0.69,1380,0,2760,0,2,1680,2160
5,2023-08-05 03:50:S.000000,2023-08-05 04:05:S.000000,2023-08-05,2023-08-05 06:11:S.000000,2023-08-05 06:11:S.000000,360,0,360,0,0,900,540,0.6,360,0,0,0,4,540,0
6,2023-08-06 09:48:S.000000,2023-08-06 11:10:S.000000,2023-08-06,2023-08-06 11:12:S.000000,2023-08-06 13:13:S.000000,1440,0,1440,0,0,4920,3480,0.71,1440,0,0,0,0,960,2520
7,2023-08-07 08:45:S.000000,2023-08-07 09:21:S.000000,2023-08-07,2023-08-07 09:23:S.000000,2023-08-07 11:24:S.000000,600,0,600,0,0,2160,1560,0.72,600,0,0,0,0,240,1320
