,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-01 04:24:S.000000,2023-08-01 09:16:S.000000,2023-08-01,2023-08-01 09:18:S.000000,2023-08-01 11:19:S.000000,1980,0,1440,2580,540,17520,15540,0.89,1440,540,0,2,0,9900,3060
1,2023-08-02 02:48:S.000000,2023-08-02 08:34:S.000000,2023-08-02,2023-08-02 08:36:S.000000,2023-08-02 10:37:S.000000,1740,0,780,3600,960,20760,19020,0.92,780,960,0,3,0,11340,4080
2,2023-08-03 00:40:S.000000,2023-08-03 09:35:S.000000,2023-08-03,2023-08-03 04:13:S.000000,2023-08-03 11:38:S.000000,1320,4,360,4680,0,31740,30420,0.96,360,0,1320,4,3,21480,4260
3,2023-08-04 01:30:S.000000,2023-08-04 08:29:S.000000,2023-08-04,2023-08-04 07:40:S.000000,2023-08-04 10:32:S.000000,2280,1,2280,5520,0,25020,22740,0.91,2280,0,120,4,1,13140,4080
4,2023-08-07 01:40:S.000000,2023-08-07 08:19:S.000000,2023-08-07,2023-08-07 06:30:S.000000,2023-08-07 10:22:S.000000,2760,2,2760,5040,0,23700,20940,0.88,2760,0,240,4,2,12180,3720
