,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-03 01:39:S.000000,2023-08-03 07:36:S.000000,2023-08-03,2023-08-03 07:38:S.000000,2023-08-03 09:39:S.000000,1440,0,1440,4560,0,21420,19980,0.93,1440,0,0,3,0,7800,7620
1,2023-08-04 01:56:S.000000,2023-08-04 07:36:S.000000,2023-08-04,2023-08-04 07:37:S.000000,2023-08-04 09:40:S.000000,780,0,780,1860,0,20400,19620,0.96,780,0,0,2,0,7260,10500
2,2023-08-04 20:03:S.000000,2023-08-05 10:50:S.000000,2023-08-05,2023-08-05 04:05:S.000000,2023-08-05 12:53:S.000000,7140,3,2160,6000,1980,52980,45840,0.87,2160,1980,3240,7,1,24960,14880
3,2023-08-05 14:10:S.000000,2023-08-05 20:17:S.000000,2023-08-05,2023-08-05 20:19:S.000000,2023-08-05 22:20:S.000000,10620,2,2520,660,3300,22020,11400,0.52,2520,3300,4800,1,0,6420,4320
4,2023-08-06 03:03:S.000000,2023-08-06 12:46:S.000000,2023-08-06,2023-08-06 12:32:S.000000,2023-08-06 14:49:S.000000,5880,3,1980,4920,0,34740,28860,0.83,1980,0,4140,4,1,16320,7620
5,2023-08-07 01:03:S.000000,2023-08-07 07:32:S.000000,2023-08-07,2023-08-07 07:33:S.000000,2023-08-07 09:36:S.000000,2940,0,2940,2220,0,23340,20400,0.87,2940,0,0,2,0,9660,8520
