,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-07-31 21:41:S.000000,2023-08-01 16:31:S.000000,2023-08-01,2023-08-01 07:42:S.000000,2023-08-01 18:35:S.000000,7800,4,1740,8880,0,62820,55020,0.88,1740,0,11040,6,7,30180,15960
1,2023-08-02 06:18:S.000000,2023-08-02 13:44:S.000000,2023-08-02,2023-08-02 08:35:S.000000,2023-08-02 15:47:S.000000,5100,3,3720,1260,0,24780,19680,0.79,3720,0,3360,2,3,13200,5220
2,2023-08-03 05:26:S.000000,2023-08-03 11:15:S.000000,2023-08-03,2023-08-03 11:17:S.000000,2023-08-03 13:18:S.000000,2940,0,2940,1680,0,20940,18000,0.86,2940,0,0,2,0,6120,10200
3,2023-08-04 06:13:S.000000,2023-08-04 16:01:S.000000,2023-08-04,2023-08-04 16:02:S.000000,2023-08-04 18:04:S.000000,5340,2,2520,10500,1980,35280,29940,0.85,2520,1980,840,5,0,9660,9780
4,2023-08-05 05:47:S.000000,2023-08-05 15:24:S.000000,2023-08-05,2023-08-05 11:51:S.000000,2023-08-05 17:27:S.000000,5340,3,2760,3600,900,33120,27780,0.84,2760,900,3180,1,3,15360,8820
5,2023-08-06 05:36:S.000000,2023-08-06 15:47:S.000000,2023-08-06,2023-08-06 11:56:S.000000,2023-08-06 17:50:S.000000,9000,3,1320,4080,0,34740,25740,0.74,1320,0,9600,2,4,11940,9720
6,2023-08-07 01:49:S.000000,2023-08-07 15:17:S.000000,2023-08-07,2023-08-07 06:35:S.000000,2023-08-07 17:20:S.000000,10320,5,4680,0,0,39360,29040,0.74,4680,0,14760,0,9,20400,8640
