,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-01 01:48:S.000000,2023-08-01 08:46:S.000000,2023-08-01,2023-08-01 02:59:S.000000,2023-08-01 10:50:S.000000,3840,6,900,2580,0,19920,16080,0.81,900,0,8100,1,7,8460,5040
1,2023-08-02 00:22:S.000000,2023-08-02 08:47:S.000000,2023-08-02,2023-08-02 05:17:S.000000,2023-08-02 10:50:S.000000,1680,2,1620,5340,0,29520,27840,0.94,1620,0,840,4,2,14280,8220
2,2023-08-03 02:33:S.000000,2023-08-03 09:32:S.000000,2023-08-03,2023-08-03 09:34:S.000000,2023-08-03 11:35:S.000000,2520,1,1200,6900,0,25140,22620,0.9,1200,0,1320,3,0,8040,7680
3,2023-08-04 03:14:S.000000,2023-08-04 08:01:S.000000,2023-08-04,2023-08-04 08:03:S.000000,2023-08-04 10:04:S.000000,1020,1,660,3360,0,17220,16200,0.94,660,0,360,3,0,6000,6840
4,2023-08-04 17:27:S.000000,2023-08-04 18:26:S.000000,2023-08-04,2023-08-04 18:28:S.000000,2023-08-04 20:29:S.000000,2880,0,2880,0,0,3540,660,0.19,2880,0,0,0,0,660,0
5,2023-08-05 00:28:S.000000,2023-08-05 09:56:S.000000,2023-08-05,2023-08-05 03:29:S.000000,2023-08-05 11:59:S.000000,5700,5,3660,3180,0,26340,20640,0.78,3660,0,9780,3,5,12720,4740
6,2023-08-05 17:46:S.000000,2023-08-05 18:06:S.000000,2023-08-05,2023-08-05 18:08:S.000000,2023-08-05 20:09:S.000000,900,0,900,0,0,1200,300,0.25,900,0,0,0,0,300,0
7,2023-08-06 01:33:S.000000,2023-08-06 11:34:S.000000,2023-08-06,2023-08-06 09:17:S.000000,2023-08-06 13:37:S.000000,6840,1,2220,8880,720,34020,27180,0.8,2220,720,5940,5,4,12720,5580
8,2023-08-07 01:18:S.000000,2023-08-07 08:46:S.000000,2023-08-07,2023-08-07 03:39:S.000000,2023-08-07 10:49:S.000000,4620,2,4020,5760,0,26760,22140,0.83,4020,0,720,3,1,9720,6660
