,timeStamp,resourceId,endTimeZone,value,subjectId,aggrType,startTimeZone
287,,0.3.85,"05/26/2023, 00:30:00",101625.0,lumi.54ef4410004b0f2b,3,"05/26/2023, 00:00:00"
286,"05/26/2023, 00:19:57",0.3.85,"05/26/2023, 00:30:00",101640.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 00:00:00"
285,"05/26/2023, 00:08:15",0.3.85,"05/26/2023, 00:30:00",101610.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 00:00:00"
284,,0.1.85,"05/26/2023, 01:00:00",2846.0,lumi.54ef4410004b0f2b,3,"05/26/2023, 00:30:00"
283,,0.2.85,"05/26/2023, 01:00:00",4790.0,lumi.54ef4410004b0f2b,3,"05/26/2023, 00:30:00"
282,,0.3.85,"05/26/2023, 01:00:00",101616.666667,lumi.54ef4410004b0f2b,3,"05/26/2023, 00:30:00"
281,"05/26/2023, 00:37:29",0.2.85,"05/26/2023, 01:00:00",4790.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 00:30:00"
280,"05/26/2023, 00:40:59",0.3.85,"05/26/2023, 01:00:00",101640.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 00:30:00"
279,"05/26/2023, 00:37:29",0.1.85,"05/26/2023, 01:00:00",2846.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 00:30:00"
278,"05/26/2023, 00:37:29",0.2.85,"05/26/2023, 01:00:00",4790.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 00:30:00"
277,"05/26/2023, 00:37:29",0.1.85,"05/26/2023, 01:00:00",2846.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 00:30:00"
276,"05/26/2023, 00:37:29",0.3.85,"05/26/2023, 01:00:00",101600.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 00:30:00"
275,,0.3.85,"05/26/2023, 01:30:00",101670.0,lumi.54ef4410004b0f2b,3,"05/26/2023, 01:00:00"
274,"05/26/2023, 01:20:05",0.3.85,"05/26/2023, 01:30:00",101670.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 01:00:00"
273,"05/26/2023, 01:20:05",0.3.85,"05/26/2023, 01:30:00",101670.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 01:00:00"
272,,0.1.85,"05/26/2023, 02:00:00",2840.0,lumi.54ef4410004b0f2b,3,"05/26/2023, 01:30:00"
271,,0.2.85,"05/26/2023, 02:00:00",4952.0,lumi.54ef4410004b0f2b,3,"05/26/2023, 01:30:00"
270,,0.3.85,"05/26/2023, 02:00:00",101652.5,lumi.54ef4410004b0f2b,3,"05/26/2023, 01:30:00"
269,"05/26/2023, 01:32:20",0.2.85,"05/26/2023, 02:00:00",4952.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 01:30:00"
268,"05/26/2023, 01:37:51",0.3.85,"05/26/2023, 02:00:00",101700.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 01:30:00"
267,"05/26/2023, 01:32:20",0.1.85,"05/26/2023, 02:00:00",2840.000000,lumi.54ef4410004b0f2b,2,"05/26/2023, 01:30:00"
266,"05/26/2023, 01:32:20",0.2.85,"05/26/2023, 02:00:00",4952.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 01:30:00"
265,"05/26/2023, 01:32:20",0.1.85,"05/26/2023, 02:00:00",2840.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 01:30:00"
264,"05/26/2023, 01:32:20",0.3.85,"05/26/2023, 02:00:00",101600.000000,lumi.54ef4410004b0f2b,1,"05/26/2023, 01:30:00"
