deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
705d7eced10a73a952fd6d280dac194d4645fabf,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683699974,2023-10-16 08:29:03,705d7eced10a73a952fd6d280dac194d4645fabf
