deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
5cc49a12c427096a38fea917f7f39791ca11bed4,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683595442,2023-10-16 15:43:09,5cc49a12c427096a38fea917f7f39791ca11bed4
