deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
301fa0966b0ea40bb98c81c23ff825fe8c69a272,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683603821,2023-10-16 14:07:34,301fa0966b0ea40bb98c81c23ff825fe8c69a272
