deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
c0384eb4bafc88790c0fb0b397f3851162f8fcf7,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683625096,2023-10-16 10:34:07,c0384eb4bafc88790c0fb0b397f3851162f8fcf7
