deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
9253e4399a82ad45c6a5185e99dd0fd5711ae232,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683859506,2023-10-16 14:33:24,9253e4399a82ad45c6a5185e99dd0fd5711ae232
