deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
bab152ffe23896d0ceec1241ef337812ff0395ec,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683771442,2023-10-16 15:39:44,bab152ffe23896d0ceec1241ef337812ff0395ec
