,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1082655293894852608,2023-03-07 14:37:25.253,GMT+09:00,lumi.gateway.aqcn03,2023-03-07 14:37:25.253,1,1,3.3.0_0020.0004,스마트 허브 E1,lumi1.54ef4432208f
1,lumi1.54ef4432208f,real2.1082655293894852608,2023-03-07 14:47:48.879,GMT+09:00,lumi.plug.maeu01,2023-03-07 14:47:48.879,3,1,0.0.0_0032,스마트 플러그,lumi.54ef4410001e9c6b
2,lumi1.54ef4432208f,real2.1082655293894852608,2023-03-07 15:05:24.539,GMT+09:00,lumi.magnet.agl02,2023-03-07 15:05:24.539,3,1,0.0.0_0029,열림 감지 센서 T1,lumi.54ef4410003fde9f
3,lumi1.54ef4432208f,real2.1082655293894852608,2023-03-07 15:10:36.652,GMT+09:00,lumi.sen_ill.agl01,2023-03-07 15:10:36.652,3,1,0.0.0_0027,조도 센서 T1,lumi.4cf8cdf3c8dcfa2
4,lumi1.54ef4432208f,real2.1082655293894852608,2023-04-07 21:46:01.023,GMT+09:00,lumi.magnet.agl02,2023-04-07 21:46:01.023,3,1,0.0.0_0029,열림 감지 센서 T1_2,lumi.54ef4410003fd7fe
