,timeStamp,resourceId,endTimeZone,value,subjectId,aggrType,startTimeZone
1,,13.1.85,"09/20/2023, 18:30:00","{""1"":2}",lumi.158d0008f34a53,4,"09/20/2023, 18:00:00"
0,,13.1.85,"09/20/2023, 21:00:00","{""1"":1}",lumi.158d0008f34a53,4,"09/20/2023, 20:30:00"
