,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.gateway.aqcn03,2023-07-23 21:24:54.728,1,1,3.3.0_0020.0004,Hub E1,lumi1.54ef443784b7
1,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.vibration.aq1,2023-07-23 21:24:54.728,3,1,0.0.0_0008,Washer,lumi.158d0008f34a53
2,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.sen_ill.agl01,2023-07-23 21:24:54.728,3,1,0.0.0_0027,Light Detection Sensor,lumi.54ef44100065d68c
3,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.vibration.aq1,2023-07-23 21:24:54.728,3,1,0.0.0_0008,Fridge,lumi.158d0008f34ea2
4,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.vibration.aq1,2023-07-23 21:24:54.728,3,1,0.0.0_0008,Cooker,lumi.158d0008f34b78
5,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.motion.agl02,2023-07-23 21:24:54.728,3,1,0.0.0_0035,Motion Sensor,lumi.54ef44100051aeba
6,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.magnet.agl02,2023-07-23 21:24:54.728,3,1,0.0.0_0029,Microwave,lumi.54ef4410003fdef6
7,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.sensor_ht.agl02,2023-07-23 21:24:54.728,3,1,0.0.0_0028,Temperature and Humidity Sensor,lumi.54ef4410004b0f2b
8,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-23 21:24:54.728,GMT+09:00,lumi.magnet.agl02,2023-07-23 21:24:54.728,3,1,0.0.0_0029,Door,lumi.54ef4410003fd65f
9,lumi1.54ef443784b7,real2.1105458479476989952,2023-07-31 21:33:23.644,GMT+09:00,lumi.vibration.aq1,2023-07-31 21:33:23.644,3,1,0.0.0_0008,Cleaner,lumi.158d0008f34f9b
