,type,battery,model,model_id,timezone,last_session_date,deviceid,hash_deviceid
0,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,2023-03-29 04:16:08,62ed41266b4753f5d3a012e7c6af3008be5e966e,62ed41266b4753f5d3a012e7c6af3008be5e966e
