,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1105449393813680128,2023-10-05 18:40:13.960,GMT+09:00,lumi.gateway.aqcn03,2023-10-05 18:40:13.960,1,1,3.3.0_0020.0004,Smart Hub E1,lumi1.54ef44377d19
1,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 18:40:13.960,GMT+09:00,lumi.vibration.aq1,2023-10-05 18:40:13.960,3,1,0.0.0_0008,Washer,lumi.158d0008f34b7e
2,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 18:41:22.858,GMT+09:00,lumi.motion.agl02,2023-10-05 18:41:22.858,3,1,0.0.0_0035,Motion Sensor,lumi.54ef44100051ac99
3,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 18:44:34.852,GMT+09:00,lumi.magnet.agl02,2023-10-05 18:44:34.852,3,1,0.0.0_0029,Microwave,lumi.54ef4410003fe26d
4,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 18:46:13.106,GMT+09:00,lumi.magnet.agl02,2023-10-05 18:46:13.106,3,1,0.0.0_0029,Door,lumi.54ef4410003fd71e
5,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 18:48:12.020,GMT+09:00,lumi.vibration.aq1,2023-10-05 18:48:12.020,3,1,0.0.0_0008,Fridge,lumi.158d0008f34adb
6,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 18:57:43.425,GMT+09:00,lumi.sen_ill.agl01,2023-10-05 18:57:43.425,3,1,0.0.0_0027,Brightness Sensor,lumi.54ef44100065d28d
7,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 19:00:28.343,GMT+09:00,lumi.sensor_ht.agl02,2023-10-05 19:00:28.343,3,1,0.0.0_0028,Temperature and Humidity Sensor,lumi.54ef4410004b19e8
8,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 19:04:28.518,GMT+09:00,lumi.vibration.aq1,2023-10-05 19:04:28.518,3,1,0.0.0_0008,Chair,lumi.158d0008f3a422
9,lumi1.54ef44377d19,real2.1105449393813680128,2023-10-05 19:05:15.320,GMT+09:00,lumi.vibration.aq1,2023-10-05 19:05:15.320,3,1,0.0.0_0008,Cleaner,lumi.158d0008f34dd2
