,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1105481765363605504,2023-07-25 22:33:18.556,GMT+09:00,lumi.gateway.aqcn03,2023-07-25 22:33:18.556,1,1,3.3.2_0008.0004,Smart Hub E1,lumi1.54ef443798f5
1,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:33:18.556,GMT+09:00,lumi.magnet.agl02,2023-07-25 22:33:18.556,3,1,0.0.0_0029,Microwave,lumi.54ef4410003fd9b7
2,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:33:18.556,GMT+09:00,lumi.vibration.aq1,2023-07-25 22:33:18.556,3,1,0.0.0_0008,Washer,lumi.158d0008f34e54
3,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:33:18.556,GMT+09:00,lumi.vibration.aq1,2023-07-25 22:33:18.556,3,1,0.0.0_0008,Chair,lumi.158d0008f3a542
4,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:35:12.966,GMT+09:00,lumi.sensor_ht.agl02,2023-07-25 22:35:12.966,3,1,0.0.0_0028,Temperature and Humidity Sensor,lumi.54ef4410004b0ef6
5,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:36:39.383,GMT+09:00,lumi.sen_ill.agl01,2023-07-25 22:36:39.383,3,1,0.0.0_0027,Brightness Sensor,lumi.54ef44100065d189
6,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:38:30.525,GMT+09:00,lumi.magnet.agl02,2023-07-25 22:38:30.525,3,1,0.0.0_0029,Door,lumi.54ef4410003fd665
7,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 22:59:25.519,GMT+09:00,lumi.motion.agl02,2023-07-25 22:59:25.519,3,1,0.0.0_0035,Motion Sensor,lumi.54ef44100051ac98
8,lumi1.54ef443798f5,real2.1105481765363605504,2023-07-25 23:02:09.382,GMT+09:00,lumi.plug.maeu01,2023-07-25 23:02:09.382,3,1,0.0.0_0041,Smart Plug,lumi.54ef44100062b5af
9,lumi1.54ef443798f5,real2.1105481765363605504,2023-08-07 01:01:24.806,GMT+09:00,lumi.vibration.aq1,2023-08-07 01:01:24.806,3,1,0.0.0_0008,Cleaner,lumi.158d0008f341bd
10,lumi1.54ef443798f5,real2.1105481765363605504,2023-08-15 14:32:06.343,GMT+09:00,lumi.vibration.aq1,2023-08-15 14:32:06.343,3,1,0.0.0_0008,Fridge,lumi.158d0008f3a544
