,timeStamp,resourceId,endTimeZone,value,subjectId,aggrType,startTimeZone
2,,13.1.85,"06/11/2023, 18:00:00","{""1"":1}",lumi.158d0008f3a56a,4,"06/11/2023, 17:30:00"
1,,13.1.85,"06/12/2023, 18:00:00","{""1"":1}",lumi.158d0008f3a56a,4,"06/12/2023, 17:30:00"
0,,13.1.85,"06/13/2023, 03:00:00","{""1"":1}",lumi.158d0008f3a56a,4,"06/13/2023, 02:30:00"
