deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
9f916c4cedbd98a23bdaf5286f68b48c4896f29c,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683883707,2023-05-30 09:40:10,9f916c4cedbd98a23bdaf5286f68b48c4896f29c
