deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
df77a5edc79269c995bc0e7c2a554689e6211be4,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683542134,2023-05-30 11:12:07,df77a5edc79269c995bc0e7c2a554689e6211be4
