deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
5e117cc9372d6c546018c36bff5f883ff69c50ca,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683602869,2023-05-30 01:26:08,5e117cc9372d6c546018c36bff5f883ff69c50ca
