deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
0ae055c258decc90d585fc480f24c498efa246e8,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683711585,2023-05-30 07:30:20,0ae055c258decc90d585fc480f24c498efa246e8
