deviceid,type,battery,model,model_id,timezone,first_session_date,last_session_date,hash_deviceid
4333e2d42cb741f8bcf34fdf7390d8198a9685df,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,1683538500,2023-05-30 11:21:48,4333e2d42cb741f8bcf34fdf7390d8198a9685df
