,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-24 06:25:S.000000,2023-08-24 06:34:S.000000,2023-08-24,2023-08-24 06:35:S.000000,2023-08-24 08:37:S.000000,360,0,360,0,0,540,180,0.33,360,0,0,0,0,180,0
1,2023-08-25 02:03:S.000000,2023-08-25 02:52:S.000000,2023-08-25,2023-08-25 02:59:S.000000,2023-08-25 04:55:S.000000,120,0,120,0,0,2940,2820,0.96,120,0,0,0,0,960,1860
2,2023-08-26 10:19:S.000000,2023-08-26 12:29:S.000000,2023-08-26,2023-08-26 10:31:S.000000,2023-08-26 14:32:S.000000,1620,2,600,0,0,2220,600,0.27,600,0,6600,0,1,600,0
3,2023-08-27 11:33:S.000000,2023-08-27 11:53:S.000000,2023-08-27,2023-08-27 11:55:S.000000,2023-08-27 13:56:S.000000,480,0,480,0,0,1200,720,0.6,480,0,0,0,0,720,0
4,2023-08-28 01:08:S.000000,2023-08-28 07:03:S.000000,2023-08-28,2023-08-28 02:50:S.000000,2023-08-28 09:13:S.000000,2880,5,480,0,0,13320,10440,0.78,480,0,10380,0,9,4440,6000
