,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-21 01:23:S.000000,2023-08-21 12:19:S.000000,2023-08-21,2023-08-21 07:08:S.000000,2023-08-21 14:22:S.000000,1440,6,1080,8340,0,37740,36300,0.96,1080,0,1980,8,7,17460,10500
1,2023-08-22 01:20:S.000000,2023-08-22 08:47:S.000000,2023-08-22,2023-08-22 01:44:S.000000,2023-08-22 10:50:S.000000,2640,3,720,5100,0,23460,20820,0.89,720,0,5280,4,4,12000,3720
2,2023-08-26 03:03:S.000000,2023-08-26 11:35:S.000000,2023-08-26,2023-08-26 09:02:S.000000,2023-08-26 13:38:S.000000,8640,2,2460,5280,2520,30000,21360,0.71,2460,2520,4380,5,3,10800,5280
3,2023-08-27 01:36:S.000000,2023-08-27 11:41:S.000000,2023-08-27,2023-08-27 02:34:S.000000,2023-08-27 13:44:S.000000,5340,5,2520,6300,960,35220,29880,0.85,2520,960,2940,7,5,19500,4080
