,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-21 01:24:S.000000,2023-08-21 08:36:S.000000,2023-08-21,2023-08-21 08:38:S.000000,2023-08-21 10:39:S.000000,4680,4,1560,3780,0,25920,21240,0.82,1560,0,3120,2,0,11460,6000
1,2023-08-22 02:51:S.000000,2023-08-22 11:28:S.000000,2023-08-22,2023-08-22 10:27:S.000000,2023-08-22 13:31:S.000000,4680,5,1680,4680,0,30060,25380,0.84,1680,0,3960,3,3,14340,6360
2,2023-08-23 01:43:S.000000,2023-08-23 08:43:S.000000,2023-08-23,2023-08-23 08:45:S.000000,2023-08-23 10:46:S.000000,3000,2,960,2820,960,25200,22200,0.88,960,960,1080,4,0,14280,5100
3,2023-08-24 01:30:S.000000,2023-08-24 08:54:S.000000,2023-08-24,2023-08-24 08:04:S.000000,2023-08-24 10:57:S.000000,3000,1,2040,4080,0,24780,21780,0.88,2040,0,2820,3,2,8280,9420
