,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1105449393813680128,2023-05-09 12:13:41.853,GMT+09:00,lumi.gateway.aqcn03,2023-05-09 12:13:41.853,1,1,3.3.0_0020.0004,Smart Hub E1,lumi1.54ef44377d19
1,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:14:19.930,GMT+09:00,lumi.sen_ill.agl01,2023-05-09 12:14:19.930,3,0,0.0.0_0027,Brightness Sensor,lumi.54ef44100065d28d
2,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:14:47.752,GMT+09:00,lumi.vibration.aq1,2023-05-09 12:14:47.752,3,0,0.0.0_0008,Cleaner,lumi.158d0008f34dd2
3,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:15:46.907,GMT+09:00,lumi.vibration.aq1,2023-05-09 12:15:46.907,3,0,0.0.0_0008,Chair,lumi.158d0008f3a422
4,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:16:36.111,GMT+09:00,lumi.vibration.aq1,2023-05-09 12:16:36.111,3,0,0.0.0_0008,Fridge,lumi.158d0008f34adb
5,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:17:22.109,GMT+09:00,lumi.vibration.aq1,2023-05-09 12:17:22.109,3,0,0.0.0_0008,Washer,lumi.158d0008f34b7e
6,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:18:20.527,GMT+09:00,lumi.sensor_ht.agl02,2023-05-09 12:18:20.527,3,0,0.0.0_0028,Temperature and Humidity Sensor,lumi.54ef4410004b19e8
7,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:19:02.069,GMT+09:00,lumi.motion.agl02,2023-05-09 12:19:02.069,3,1,0.0.0_0035,Motion Sensor,lumi.54ef44100051ac99
8,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:20:03.181,GMT+09:00,lumi.magnet.agl02,2023-05-09 12:20:03.181,3,0,0.0.0_0029,Door,lumi.54ef4410003fd71e
9,lumi1.54ef44377d19,real2.1105449393813680128,2023-05-09 12:21:08.159,GMT+09:00,lumi.magnet.agl02,2023-05-09 12:21:08.159,3,0,0.0.0_0029,Microwave,lumi.54ef4410003fe26d
