,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1106241163527213056,2023-07-24 22:21:01.557,GMT+09:00,lumi.gateway.aqcn03,2023-07-24 22:21:01.557,1,1,3.3.0_0020.0004,Hub E1,lumi1.54ef44379e87
1,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:23:19.275,GMT+09:00,lumi.sensor_ht.agl02,2023-07-24 22:23:19.275,3,1,0.0.0_0028,env,lumi.54ef4410004b11ca
2,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:25:15.359,GMT+09:00,lumi.sen_ill.agl01,2023-07-24 22:25:15.359,3,1,0.0.0_0027,Brightness,lumi.54ef44100065d0af
3,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:25:59.291,GMT+09:00,lumi.motion.agl02,2023-07-24 22:25:59.291,3,1,0.0.0_0035,motion,lumi.54ef44100051b160
4,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:28:10.704,GMT+09:00,lumi.vibration.aq1,2023-07-24 22:28:10.704,3,1,0.0.0_0008,Chair,lumi.158d0008f3a553
5,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:29:51.969,GMT+09:00,lumi.magnet.agl02,2023-07-24 22:29:51.969,3,1,0.0.0_0029,Microwave,lumi.54ef4410003fe211
6,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:31:28.106,GMT+09:00,lumi.vibration.aq1,2023-07-24 22:31:28.106,3,1,0.0.0_0008,Fridge,lumi.158d0008f3a539
7,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:33:04.649,GMT+09:00,lumi.vibration.aq1,2023-07-24 22:33:04.649,3,1,0.0.0_0008,Washer,lumi.158d0008f34a7b
8,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:34:25.254,GMT+09:00,lumi.magnet.agl02,2023-07-24 22:34:25.254,3,1,0.0.0_0029,Door,lumi.54ef4410003fdd47
9,lumi1.54ef44379e87,real2.1106241163527213056,2023-07-24 22:38:12.428,GMT+09:00,lumi.vibration.aq1,2023-07-24 22:38:12.428,3,1,0.0.0_0008,Cleaner,lumi.158d0008f34278
