,Unnamed: 0,timeStamp,resourceId,endTimeZone,value,subjectId,aggrType,startTimeZone
0,3,,3.1.85,"05/12/2023, 12:00:00","{""0"":3,""1"":3}",lumi.54ef4410003fd550,4,"05/12/2023, 11:30:00"
1,2,,3.1.85,"05/12/2023, 19:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/12/2023, 18:30:00"
2,1,,3.1.85,"05/13/2023, 09:00:00","{""0"":2,""1"":2}",lumi.54ef4410003fd550,4,"05/13/2023, 08:30:00"
3,0,,3.1.85,"05/14/2023, 21:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/14/2023, 20:30:00"
0,4,,3.1.85,"05/15/2023, 10:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/15/2023, 09:30:00"
1,3,,3.1.85,"05/15/2023, 22:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/15/2023, 21:30:00"
2,2,,3.1.85,"05/16/2023, 12:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/16/2023, 11:30:00"
3,1,,3.1.85,"05/16/2023, 21:30:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/16/2023, 21:00:00"
4,0,,3.1.85,"05/17/2023, 10:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/17/2023, 09:30:00"
0,6,,3.1.85,"05/18/2023, 02:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/18/2023, 01:30:00"
1,5,,3.1.85,"05/18/2023, 12:30:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/18/2023, 12:00:00"
2,4,,3.1.85,"05/18/2023, 21:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/18/2023, 20:30:00"
3,3,,3.1.85,"05/19/2023, 14:00:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/19/2023, 13:30:00"
4,2,,3.1.85,"05/20/2023, 21:30:00","{""0"":1,""1"":1}",lumi.54ef4410003fd550,4,"05/20/2023, 21:00:00"
5,1,,3.1.85,"05/20/2023, 23:30:00","{""0"":3,""1"":3}",lumi.54ef4410003fd550,4,"05/20/2023, 23:00:00"
