,parentDid,positionId,createTime,timeZone,model,updateTime,modelType,state,firmwareVersion,deviceName,did
0,,real2.1105862001217728512,2023-07-30 08:46:14.940,GMT+09:00,lumi.gateway.aqcn03,2023-07-30 08:46:14.940,1,1,3.3.0_0020.0004,Hub E1,lumi1.54ef44379eb4
1,lumi1.54ef44379eb4,real2.1105862001217728512,2023-07-30 08:46:14.940,GMT+09:00,lumi.vibration.aq1,2023-07-30 08:46:14.940,3,0,0.0.0_0008,진동 센서,lumi.158d0008f34dcf
2,lumi1.54ef44379eb4,real2.1105862001217728512,2023-07-30 08:46:14.940,GMT+09:00,lumi.vibration.aq1,2023-07-30 08:46:14.940,3,0,0.0.0_0008,진동 센서,lumi.158d0008f3a541
3,lumi1.54ef44379eb4,real2.1105862001217728512,2023-07-30 08:46:14.940,GMT+09:00,lumi.vibration.aq1,2023-07-30 08:46:14.940,3,0,0.0.0_0008,진동 센서,lumi.158d0008f34cdc
4,lumi1.54ef44379eb4,real2.1105862001217728512,2023-07-30 14:10:23.403,GMT+09:00,lumi.vibration.aq1,2023-07-30 14:10:23.403,3,1,0.0.0_0008,cleaner,lumi.158d0008f34bfe
5,lumi1.54ef44379eb4,real2.1105862001217728512,2023-07-30 14:11:38.655,GMT+09:00,lumi.vibration.aq1,2023-07-30 14:11:46.167,3,1,0.0.0_0008,washer,lumi.158d0008f34a6e
6,lumi1.54ef44379eb4,real2.1105862001217728512,2023-07-30 14:12:22.853,GMT+09:00,lumi.vibration.aq1,2023-07-30 14:12:22.853,3,1,0.0.0_0008,chair,lumi.158d0008f34ed7
7,lumi1.54ef44379eb4,real2.1105862001217728512,2023-08-02 07:23:59.438,GMT+09:00,lumi.magnet.agl02,2023-08-02 07:23:59.438,3,1,0.0.0_0029,door,lumi.54ef4410003fe7bf
8,lumi1.54ef44379eb4,real2.1105862001217728512,2023-08-02 07:25:20.606,GMT+09:00,lumi.magnet.agl02,2023-08-02 07:25:20.606,3,1,0.0.0_0029,microwave,lumi.54ef4410003fd51d
9,lumi1.54ef44379eb4,real2.1105862001217728512,2023-08-02 07:27:06.577,GMT+09:00,lumi.sensor_ht.agl02,2023-08-02 07:27:06.577,3,1,0.0.0_0028,env,lumi.54ef4410004b21c8
10,lumi1.54ef44379eb4,real2.1105862001217728512,2023-08-02 07:28:39.014,GMT+09:00,lumi.sen_ill.agl01,2023-08-02 07:28:39.014,3,1,0.0.0_0027,brightness,lumi.54ef44100065d74a
11,lumi1.54ef44379eb4,real2.1105862001217728512,2023-08-02 07:30:52.068,GMT+09:00,lumi.motion.agl02,2023-08-02 07:30:52.068,3,1,0.0.0_0035,motion,lumi.54ef44100051b1dc
12,lumi1.54ef44379eb4,real2.1105862001217728512,2023-09-04 00:43:08.377,GMT+09:00,lumi.vibration.aq1,2023-09-04 00:43:08.377,3,0,0.0.0_0008,fridge,lumi.158d0008f34a70
