deviceid,type,battery,model,model_id,timezone,last_session_date,hash_deviceid
880e937ed79ac2c77c088d823216f5a03baa08ff,Sleep Monitor,high,Aura Sensor V2,63,Asia/Seoul,2023-05-03 00:38:13,880e937ed79ac2c77c088d823216f5a03baa08ff
