,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-08 00:08:S.000000,2023-08-08 07:28:S.000000,2023-08-08,2023-08-08 07:30:S.000000,2023-08-08 09:31:S.000000,2820,0,2820,4380,0,26400,23580,0.89,2820,0,0,3,0,10260,8940
1,2023-08-08 23:58:S.000000,2023-08-09 07:35:S.000000,2023-08-09,2023-08-09 07:37:S.000000,2023-08-09 09:38:S.000000,1920,0,1920,6420,0,27420,25500,0.93,1920,0,0,3,0,9720,9360
2,2023-08-09 23:49:S.000000,2023-08-10 10:55:S.000000,2023-08-10,2023-08-10 07:28:S.000000,2023-08-10 12:58:S.000000,7080,3,2520,7080,900,34560,27480,0.8,2520,900,9060,5,3,10080,10320
3,2023-08-10 15:27:S.000000,2023-08-10 19:48:S.000000,2023-08-10,2023-08-10 19:50:S.000000,2023-08-10 22:28:S.000000,6000,1,2880,0,1500,15660,9660,0.62,2880,1500,1620,0,0,5760,3900
4,2023-08-11 01:12:S.000000,2023-08-11 07:32:S.000000,2023-08-11,2023-08-11 07:35:S.000000,2023-08-11 09:35:S.000000,1320,0,1320,3900,0,22800,21480,0.94,1320,0,0,4,0,11580,6000
5,2023-08-12 00:19:S.000000,2023-08-12 09:31:S.000000,2023-08-12,2023-08-12 09:33:S.000000,2023-08-12 12:40:S.000000,1680,0,1020,10680,660,33120,31440,0.95,1020,660,0,5,0,9960,10800
6,2023-08-12 16:20:S.000000,2023-08-12 17:52:S.000000,2023-08-12,2023-08-12 17:54:S.000000,2023-08-12 19:55:S.000000,4560,0,4560,0,0,5520,960,0.17,4560,0,0,0,0,960,0
7,2023-08-14 00:45:S.000000,2023-08-14 07:22:S.000000,2023-08-14,2023-08-14 07:24:S.000000,2023-08-14 09:25:S.000000,3120,0,3120,4200,0,23820,20700,0.87,3120,0,0,3,0,8760,7740
