,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-08 02:49:S.000000,2023-08-08 06:20:S.000000,2023-08-08,2023-08-08 06:22:S.000000,2023-08-08 08:27:S.000000,2760,0,2760,0,0,12660,9900,0.78,2760,0,0,0,0,9900,0
1,2023-08-08 10:12:S.000000,2023-08-08 13:15:S.000000,2023-08-08,2023-08-08 13:16:S.000000,2023-08-08 15:20:S.000000,5640,0,1860,0,3780,10980,5340,0.49,1860,3780,0,0,0,4560,780
2,2023-08-09 00:38:S.000000,2023-08-09 12:15:S.000000,2023-08-09,2023-08-09 07:53:S.000000,2023-08-09 15:16:S.000000,10980,4,4440,2340,0,38400,27420,0.71,4440,0,9960,4,7,20340,4740
3,2023-08-09 16:17:S.000000,2023-08-09 16:58:S.000000,2023-08-09,2023-08-09 17:00:S.000000,2023-08-09 19:09:S.000000,1260,0,1260,0,0,2460,1200,0.49,1260,0,0,0,0,1200,0
4,2023-08-10 01:40:S.000000,2023-08-10 10:05:S.000000,2023-08-10,2023-08-10 10:06:S.000000,2023-08-10 12:08:S.000000,2040,1,840,7080,840,30300,28260,0.93,840,840,360,5,0,16500,4680
5,2023-08-11 01:30:S.000000,2023-08-11 10:01:S.000000,2023-08-11,2023-08-11 10:01:S.000000,2023-08-11 12:04:S.000000,9000,1,9000,960,0,30600,21600,0.71,9000,0,60,1,1,15300,5340
