,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-08 04:16:S.000000,2023-08-08 11:19:S.000000,2023-08-08,2023-08-08 05:45:S.000000,2023-08-08 13:22:S.000000,7200,7,2280,1020,0,23220,16020,0.69,2280,0,7080,2,6,9840,5160
1,2023-08-09 00:54:S.000000,2023-08-09 07:37:S.000000,2023-08-09,2023-08-09 03:33:S.000000,2023-08-09 09:40:S.000000,10380,2,8640,840,0,18060,7680,0.43,8640,0,7860,1,1,4140,2700
2,2023-08-09 23:36:S.000000,2023-08-10 01:40:S.000000,2023-08-10,2023-08-10 01:41:S.000000,2023-08-10 03:44:S.000000,4380,2,1680,0,0,7440,3060,0.41,1680,0,2700,0,0,1680,1380
3,2023-08-10 04:50:S.000000,2023-08-10 07:46:S.000000,2023-08-10,2023-08-10 07:43:S.000000,2023-08-10 09:50:S.000000,2280,2,1020,0,0,10440,8160,0.78,1020,0,1380,0,1,4440,3720
4,2023-08-11 00:37:S.000000,2023-08-11 15:43:S.000000,2023-08-11,2023-08-11 03:27:S.000000,2023-08-11 17:47:S.000000,19140,8,4980,3060,1020,44640,25500,0.57,4980,1020,22860,2,6,9540,12900
5,2023-08-12 03:56:S.000000,2023-08-12 10:32:S.000000,2023-08-12,2023-08-12 05:43:S.000000,2023-08-12 12:36:S.000000,6960,2,5520,4680,600,23580,16620,0.7,5520,600,1020,3,1,9360,2580
6,2023-08-13 03:22:S.000000,2023-08-13 10:52:S.000000,2023-08-13,2023-08-13 05:10:S.000000,2023-08-13 12:56:S.000000,5520,8,900,4260,660,25380,19860,0.78,900,660,5580,6,5,8940,6660
7,2023-08-14 01:21:S.000000,2023-08-14 09:36:S.000000,2023-08-14,2023-08-14 05:57:S.000000,2023-08-14 12:26:S.000000,6420,6,3000,5280,1020,29160,22740,0.78,3000,1020,2940,5,4,7740,9720
