,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-07 23:37:S.000000,2023-08-08 08:21:S.000000,2023-08-08,2023-08-08 02:47:S.000000,2023-08-08 10:25:S.000000,2460,3,1440,5520,0,31320,28860,0.92,1440,0,1140,4,1,19320,4020
1,2023-08-08 22:26:S.000000,2023-08-09 08:17:S.000000,2023-08-09,2023-08-09 00:57:S.000000,2023-08-09 10:20:S.000000,5880,5,3000,4980,0,35040,29160,0.83,3000,0,3300,6,2,22320,1860
2,2023-08-09 22:40:S.000000,2023-08-10 05:35:S.000000,2023-08-10,2023-08-10 00:46:S.000000,2023-08-10 07:38:S.000000,2820,3,780,3540,960,24660,21840,0.89,780,960,1320,3,0,15480,2820
3,2023-08-10 22:17:S.000000,2023-08-11 10:52:S.000000,2023-08-11,2023-08-10 23:30:S.000000,2023-08-11 12:56:S.000000,3540,5,540,6600,0,38160,34620,0.91,540,0,10140,4,2,28020,0
4,2023-08-11 23:17:S.000000,2023-08-12 07:38:S.000000,2023-08-12,2023-08-12 04:27:S.000000,2023-08-12 09:41:S.000000,4500,4,1800,4440,0,29940,25440,0.85,1800,0,2820,4,1,19980,1020
5,2023-08-12 22:42:S.000000,2023-08-13 01:47:S.000000,2023-08-13,2023-08-12 23:56:S.000000,2023-08-13 09:23:S.000000,4560,2,4200,1920,0,10980,6420,0.58,4200,0,480,2,0,4500,0
6,2023-08-13 04:44:S.000000,2023-08-13 09:22:S.000000,2023-08-13,2023-08-13 09:23:S.000000,2023-08-13 11:26:S.000000,3300,5,1020,1980,0,16680,13380,0.8,1020,0,2280,3,0,10680,720
7,2023-08-14 00:55:S.000000,2023-08-14 05:47:S.000000,2023-08-14,2023-08-14 05:49:S.000000,2023-08-14 07:50:S.000000,2640,0,2100,2700,540,17520,14880,0.85,2100,540,0,1,0,8100,4080
