,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-11 00:05:S.000000,2023-08-11 08:37:S.000000,2023-08-11,2023-08-11 01:11:S.000000,2023-08-11 10:40:S.000000,6000,6,2040,2340,0,28920,22920,0.79,2040,0,5760,4,5,16680,3900
1,2023-08-13 01:57:S.000000,2023-08-13 11:35:S.000000,2023-08-13,2023-08-13 03:15:S.000000,2023-08-13 13:38:S.000000,6060,7,2220,5580,540,31080,25020,0.81,2220,540,6900,4,7,14880,4560
2,2023-08-13 23:46:S.000000,2023-08-14 09:18:S.000000,2023-08-14,2023-08-14 03:11:S.000000,2023-08-14 11:21:S.000000,5700,5,1500,900,960,32940,27240,0.83,1500,960,4620,1,3,21960,4380
