,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-14 00:20:S.000000,2023-08-14 07:09:S.000000,2023-08-14,2023-08-14 04:24:S.000000,2023-08-14 09:12:S.000000,9360,1,8940,2220,0,23640,14280,0.6,8940,0,1320,1,1,3960,8100
1,2023-08-15 00:55:S.000000,2023-08-15 10:02:S.000000,2023-08-15,2023-08-15 02:53:S.000000,2023-08-15 12:05:S.000000,6780,3,2040,3960,1440,28620,21840,0.76,2040,1440,7500,3,2,12000,5880
2,2023-08-15 22:27:S.000000,2023-08-16 09:25:S.000000,2023-08-16,2023-08-16 02:03:S.000000,2023-08-16 11:28:S.000000,6300,3,420,2520,0,37680,31380,0.83,420,0,7680,3,4,18840,10020
3,2023-08-17 01:07:S.000000,2023-08-17 09:05:S.000000,2023-08-17,2023-08-17 06:29:S.000000,2023-08-17 11:08:S.000000,6180,3,1020,5820,4080,26280,20100,0.76,1020,4080,3480,4,3,6840,7440
4,2023-08-18 03:04:S.000000,2023-08-18 09:46:S.000000,2023-08-18,2023-08-18 07:01:S.000000,2023-08-18 12:01:S.000000,5280,2,720,2760,0,23100,17820,0.77,720,0,5580,2,1,9540,5520
5,2023-08-19 01:13:S.000000,2023-08-19 09:56:S.000000,2023-08-19,2023-08-19 09:58:S.000000,2023-08-19 11:59:S.000000,3180,0,2640,5100,540,31380,28200,0.9,2640,540,0,3,0,15060,8040
6,2023-08-21 01:33:S.000000,2023-08-21 09:39:S.000000,2023-08-21,2023-08-21 08:09:S.000000,2023-08-21 11:42:S.000000,3480,2,1080,6360,1020,28980,25500,0.88,1080,1020,1560,4,1,10680,8460
