,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-15 10:31:S.000000,2023-08-15 11:51:S.000000,2023-08-15,2023-08-15 11:22:S.000000,2023-08-15 13:54:S.000000,660,1,540,1200,0,4260,3600,0.85,540,0,660,2,2,960,1440
1,2023-08-18 08:50:S.000000,2023-08-18 10:02:S.000000,2023-08-18,2023-08-18 10:04:S.000000,2023-08-18 12:05:S.000000,600,0,600,840,0,4320,3720,0.86,600,0,0,1,0,1020,1860
2,2023-08-19 09:34:S.000000,2023-08-19 13:04:S.000000,2023-08-19,2023-08-19 10:04:S.000000,2023-08-19 15:07:S.000000,540,3,300,4680,0,11400,10860,0.95,300,0,1440,4,4,6180,0
3,2023-08-20 08:25:S.000000,2023-08-20 09:18:S.000000,2023-08-20,2023-08-20 09:20:S.000000,2023-08-20 11:30:S.000000,1140,0,1140,0,0,3180,2040,0.64,1140,0,0,0,0,960,1080
