,startdate,enddate,date,created,modified,wakeupduration,wakeupcount,durationtosleep,remsleepduration,durationtowakeup,total_timeinbed,total_sleep_time,sleep_efficiency,sleep_latency,wakeup_latency,waso,nb_rem_episodes,out_of_bed_count,lightsleepduration,deepsleepduration
0,2023-08-15 10:01:S.000000,2023-08-15 14:05:S.000000,2023-08-15,2023-08-15 14:07:S.000000,2023-08-15 16:08:S.000000,900,0,900,4740,0,14640,13740,0.94,900,0,0,1,0,1320,7680
1,2023-08-15 16:19:S.000000,2023-08-15 17:03:S.000000,2023-08-15,2023-08-15 17:04:S.000000,2023-08-15 19:06:S.000000,2280,0,2280,360,0,2640,360,0.14,2280,0,0,1,0,0,0
2,2023-08-16 03:45:S.000000,2023-08-16 12:52:S.000000,2023-08-16,2023-08-16 07:49:S.000000,2023-08-16 14:56:S.000000,2100,1,1740,7260,0,32700,30600,0.94,1740,0,480,6,1,18960,4380
3,2023-08-17 06:36:S.000000,2023-08-17 14:43:S.000000,2023-08-17,2023-08-17 10:04:S.000000,2023-08-17 16:47:S.000000,4920,3,1920,4560,540,29100,24180,0.83,1920,540,2580,5,1,14640,4980
4,2023-08-18 07:13:S.000000,2023-08-18 11:31:S.000000,2023-08-18,2023-08-18 07:37:S.000000,2023-08-18 13:34:S.000000,2280,2,780,4920,0,14520,12240,0.84,780,0,2460,3,2,7320,0
5,2023-08-19 04:57:S.000000,2023-08-19 14:42:S.000000,2023-08-19,2023-08-19 08:22:S.000000,2023-08-19 16:45:S.000000,3120,5,960,8700,0,33600,30480,0.91,960,0,3660,5,3,18780,3000
6,2023-08-20 05:56:S.000000,2023-08-20 13:24:S.000000,2023-08-20,2023-08-20 13:26:S.000000,2023-08-20 15:27:S.000000,1680,0,1680,8040,0,26880,25200,0.94,1680,0,0,3,0,10980,6180
7,2023-08-21 07:14:S.000000,2023-08-21 13:53:S.000000,2023-08-21,2023-08-21 12:06:S.000000,2023-08-21 15:56:S.000000,1380,1,1260,7680,0,23820,22440,0.94,1260,0,240,4,1,10680,4080
